x,y,v
19.0221571,1.7247552,12.0904368
19.1562281,1.5763673,12.0867226
19.2908793,1.4284859,12.0600106
19.4261084,1.2811359,11.9865917
19.5619219,1.1343370,11.9056986
19.6983557,0.9880966,11.8232274
19.8354196,0.8424570,11.7421893
19.9731372,0.6974395,11.6622775
20.1115363,0.5530562,11.5830435
20.2506163,0.4093448,11.5048620
20.3903998,0.2663142,11.4272689
20.5309030,0.1239770,11.3500953
20.6721190,-0.0176334,11.2736077
20.8140705,-0.1585154,11.1974830
20.9567653,-0.2986536,11.1216784
21.1001969,-0.4380196,11.0464517
21.2443855,-0.5766129,10.9714246
21.3893327,-0.7144147,10.8966387
21.5350387,-0.8514062,10.8221570
21.6815152,-0.9875796,10.7478080
21.8287629,-1.1229168,10.6736384
21.9767869,-1.2574045,10.5996453
22.1255914,-1.3910285,10.5257389
22.2751794,-1.5237738,10.4519577
22.4255568,-1.6556274,10.3782909
22.5767226,-1.7865705,10.3046973
22.7286859,-1.9165926,10.2312392
22.8814486,-2.0456762,10.1579041
23.0350069,-2.1737990,10.0846642
23.1893801,-2.3009569,10.0116680
23.3445608,-2.4271225,9.9388972
23.5005456,-2.5522711,9.8663157
23.6573675,-2.6764059,9.7942623
23.8150059,-2.7994863,9.7224344
23.9734619,-2.9214915,9.6508727
24.1327636,-3.0424223,9.5795888
24.2928954,-3.1622457,9.5083027
24.4538130,-3.2809950,9.4369707
24.6155783,-3.3988674,9.3649682
24.7779916,-3.5156611,9.2922073
24.9411418,-3.6312938,9.2179656
25.1054259,-3.7459071,9.1406273
25.2701711,-3.8590093,9.0607062
25.4358475,-3.9709720,8.9761233
25.6026107,-4.0819717,8.8854177
25.7696212,-4.1916073,8.7900800
25.9371673,-4.3003368,8.6886039
26.1055392,-4.4086748,8.5808775
26.2735666,-4.5159700,8.4741275
26.4424462,-4.6231524,8.3700669
26.6108795,-4.7298605,8.2753918
26.7792989,-4.8372058,8.1872167
26.9480150,-4.9459422,8.1039079
27.1152117,-5.0551910,8.0269142
27.2818444,-5.1658080,7.9531984
27.4479922,-5.2780850,7.8816851
27.6125686,-5.3914979,7.8139334
27.7763566,-5.5067415,7.7482463
27.9386086,-5.6235610,7.6843556
28.0997685,-5.7426520,7.6230898
28.2589840,-5.8636711,7.5627091
28.4163646,-5.9866700,7.5034746
28.5726559,-6.1118835,7.4456013
28.7271240,-6.2386583,7.3884157
28.8800889,-6.3672841,7.3321229
29.0317170,-6.4979257,7.2769832
29.1815548,-6.6302203,7.2225583
29.3297628,-6.7643498,7.1690422
29.4764195,-6.9004594,7.1383933
29.6212154,-7.0383271,7.1109641
29.7642046,-7.1780427,7.0836965
29.9054545,-7.3196954,7.0570184
30.0447816,-7.4631300,7.0308325
30.1821987,-7.6083870,7.0051649
30.3177010,-7.7554911,6.9807220
30.4512023,-7.9043792,6.9571090
30.5826948,-8.0550716,6.9343240
30.7121159,-8.2075247,6.9130995
30.8394371,-8.3617291,6.8931390
30.9646524,-8.5177000,6.8742963
31.0876942,-8.6753566,6.8573253
31.2085829,-8.8346985,6.8421462
31.3272700,-8.9956864,6.8283617
31.4437005,-9.1582935,6.8166159
31.5578590,-9.3225220,6.8069852
31.6697011,-9.4883146,6.7987215
31.7792126,-9.6556488,6.7921215
31.8863940,-9.8245231,6.7871470
31.9911947,-9.9948519,6.7829917
32.0936048,-10.1666088,6.7796725
32.1936426,-10.3398136,6.7775100
32.2912557,-10.5143608,6.7761421
32.3864412,-10.6902213,6.7756046
32.4792219,-10.8674082,6.7773743
32.5695669,-11.0458208,6.7808361
32.6574946,-11.2254382,6.7860140
32.7430187,-11.4062149,6.7945356
32.8261529,-11.5880782,6.8059593
32.9069530,-11.7710332,6.8199081
32.9854404,-11.9549725,6.8378726
33.0616582,-12.1397911,6.8598306
33.1356459,-12.3255715,6.8847818
33.2074083,-12.5122665,6.9138613
33.2769730,-12.6995622,6.9476862
33.3446981,-12.8878549,6.9845895
33.4106470,-13.0767590,7.0254944
33.4748987,-13.2660080,7.0712340
33.5377658,-13.4559787,7.1196773
33.5993299,-13.6463247,7.1716480
33.6597594,-13.8369168,7.2271959
33.7193228,-14.0279294,7.2844781
33.7781468,-14.2190957,7.3439666
33.8364447,-14.4104509,7.4048492
33.8943738,-14.6019059,7.4662844
33.9520788,-14.7934093,7.5281640
34.0097113,-14.9850423,7.5898675
34.0672900,-15.1765059,7.6510634
34.1249949,-15.3680422,7.7106226
34.1829390,-15.5596158,7.7680774
34.2411304,-15.7508079,7.8238001
34.2998389,-15.9420397,7.8762975
34.3591793,-16.1332089,7.9251064
34.4191619,-16.3238019,7.9710372
34.4801167,-16.5142193,8.0127062
34.5422244,-16.7043540,8.0494779
34.6054368,-16.8939786,8.0829080
34.6698146,-17.0832774,8.1125601
34.7354337,-17.2722118,8.1372285
34.8023259,-17.4606412,8.1592897
34.8705868,-17.6486362,8.1788704
34.9402304,-17.8360681,8.1952507
35.0113124,-18.0229593,8.2102869
35.0838902,-18.2093636,8.2243417
35.1579285,-18.3951254,8.2376707
35.2334402,-18.5802455,8.2511576
35.3104822,-18.7648516,8.2649773
35.3890015,-18.9488235,8.2794808
35.4689363,-19.1320465,8.2951409
35.5503682,-19.3147480,8.3116110
35.6332444,-19.4968531,8.3290584
35.7174359,-19.6781382,8.3479006
35.8030541,-19.8589047,8.3675114
35.8900509,-20.0391068,8.3879455
35.9782599,-20.2184672,8.4096361
36.0678096,-20.3973127,8.4319592
36.1586521,-20.5756072,8.4549392
36.2506176,-20.7530849,8.4790332
36.3438281,-20.9300494,8.5036803
36.4382305,-21.1064627,8.5289070
36.5336783,-21.2821203,8.5551641
36.6302660,-21.4572666,8.5819314
36.7279337,-21.6318597,8.6092531
36.8265745,-21.8057803,8.6375295
36.9262415,-21.9791938,8.6662794
37.0268724,-22.1520614,8.6955730
37.1284043,-22.3243472,8.7257295
37.2308438,-22.4961341,8.7563218
37.3341343,-22.6673981,8.7874451
37.4382503,-22.8381675,8.8193300
37.5431546,-23.0084513,8.8516125
37.6488057,-23.1782516,8.8844064
37.7552027,-23.3476349,8.9178614
37.8622720,-23.5165517,8.9516766
37.9699945,-23.6850377,8.9859736
38.0783813,-23.8531748,9.0208409
38.1873171,-24.0208676,9.0560335
38.2968031,-24.1882093,9.0916710
38.4068176,-24.3552493,9.1277917
38.5173044,-24.5219239,9.1641905
38.6282893,-24.6882889,9.2009646
38.7397500,-24.8543644,9.2381298
38.8516289,-25.0201184,9.2755214
38.9639252,-25.1856033,9.3132158
39.0766157,-25.3508389,9.3512099
39.1896539,-25.5158111,9.3893751
39.3030304,-25.6805597,9.4277642
39.4167214,-25.8451031,9.4663645
39.5306890,-26.0094394,9.5050809
39.6449181,-26.1735998,9.5439436
39.7593841,-26.3376007,9.5829317
39.8740560,-26.5014500,9.6219815
39.9889148,-26.6651719,9.6611016
40.1039350,-26.8287810,9.7002580
40.2190920,-26.9922925,9.7394170
40.3343644,-27.1557251,9.7785636
40.4497265,-27.3190899,9.8176364
40.5651614,-27.4824076,9.8566374
40.6806483,-27.6456904,9.8955210
40.7961647,-27.8089426,9.9341869
40.9117056,-27.9721871,9.9726884
41.0272571,-28.1354260,10.0109465
41.1428055,-28.2986519,10.0488260
41.2583624,-28.4618868,10.0864764
41.3739206,-28.6251228,10.1238206
41.4894685,-28.7883452,10.1607910
41.6050255,-28.9515819,10.1975382
41.7205826,-29.1148205,10.2339875
41.8361263,-29.2780419,10.2700732
41.9516820,-29.4412816,10.3059420
42.0672376,-29.6045227,10.3415194
42.1827777,-29.7677428,10.3767440
42.2983331,-29.9309852,10.4117581
42.4138883,-30.0942273,10.4464851
42.5294267,-30.2574446,10.4808714
42.6449844,-30.4206888,10.5150379
42.7605385,-30.5839312,10.5488850
42.8760678,-30.7471512,10.5822901
42.9916053,-30.9104137,10.6153996
43.1071151,-31.0736851,10.6480565
43.2225824,-31.2369558,10.6801551
43.3380390,-31.4002883,10.7118887
43.4534296,-31.5636402,10.7430505
43.5687314,-31.7270413,10.7735913
43.6839415,-31.8905348,10.8037217
43.7990200,-32.0541025,10.8331851
43.9139553,-32.2177685,10.8620007
44.0287375,-32.3815587,10.8903745
44.1433327,-32.5454649,10.9179997
44.2577312,-32.7095129,10.9449711
44.3719134,-32.8737144,10.9714758
44.4858575,-33.0380773,10.9971525
44.5995492,-33.2026204,11.0221795
44.7129621,-33.3673443,11.0467169
44.8260893,-33.5322777,11.0703483
44.9389069,-33.6974240,11.0933412
45.0513839,-33.8627760,11.1158239
45.1635317,-34.0283878,11.1373289
45.2753111,-34.1942392,11.1582131
45.3866900,-34.3603191,11.1785701
45.4976993,-34.5267097,11.1978912
45.6082812,-34.6933608,11.2166133
45.7184054,-34.8602613,11.2347963
45.8281219,-35.0275218,11.2519031
45.9373535,-35.1950589,11.2684328
46.0460735,-35.3628644,11.2844160
46.1543490,-35.5310750,11.2992998
46.2620851,-35.6995754,11.3136219
46.3692597,-35.8683615,11.3273918
46.4759528,-36.0375907,11.3400505
46.5820565,-36.2071221,11.3521518
46.6875528,-36.3769554,11.3636945
46.7925289,-36.5472601,11.3741309
46.8968714,-36.7178808,11.3840129
47.0005653,-36.8888185,11.3933405
47.1036980,-37.0602438,11.4016316
47.2061610,-37.2320009,11.4094105
47.3079410,-37.4040884,11.4166943
47.4091195,-37.5766649,11.4231679
47.5096036,-37.7495888,11.4292755
47.6093820,-37.9228534,11.4350596
47.7085257,-38.0965915,11.4404542
47.8069667,-38.2706877,11.4457607
47.9046848,-38.4451288,11.4510219
48.0017213,-38.6200167,11.4563787
48.0980389,-38.7952732,11.4619290
48.1936669,-38.9709144,11.4676583
48.2886211,-39.1469293,11.4737322
48.3829003,-39.3233000,11.4801496
48.4765156,-39.5000316,11.4868283
48.5694693,-39.6771112,11.4938939
48.6617625,-39.8545234,11.5013406
48.7534138,-40.0322868,11.5090446
48.8444212,-40.2103801,11.5170891
48.9347810,-40.3887791,11.5255057
49.0245189,-40.5675176,11.5341545
49.1136322,-40.7465739,11.5430901
49.2021099,-40.9259090,11.5523873
49.2899837,-41.1055708,11.5618982
49.3772525,-41.2855407,11.5716579
49.4638982,-41.4657648,11.5817775
49.5499572,-41.6463016,11.5920998
49.6354304,-41.8271365,11.6026447
49.7202955,-42.0082048,11.6135510
49.8045909,-42.1895704,11.6246517
49.8883195,-42.3712219,11.6359540
49.9714582,-42.5530906,11.6476167
50.0540444,-42.7352397,11.6594654
50.1360821,-42.9176591,11.6714994
50.2175519,-43.1002861,11.6838844
50.2984867,-43.2831744,11.6964487
50.3788905,-43.4663134,11.7091894
50.4587521,-43.6496571,11.7222571
50.5380962,-43.8332411,11.7355032
50.6169276,-44.0170558,11.7489169
50.6952431,-44.2010724,11.7626349
50.7730600,-44.3853094,11.7765289
50.8503832,-44.5697571,11.7905818
50.9272170,-44.7544032,11.8049177
51.0035724,-44.9392517,11.8194261
51.0794538,-45.1242910,11.8340850
51.1548722,-45.3095245,11.8490066
51.2298336,-45.4949441,11.8640965
51.3043413,-45.6805353,11.8793287
51.3784127,-45.8663151,11.8948038
51.4520541,-46.0522608,11.9104435
51.5252753,-46.2383590,11.9262176
51.5980948,-46.4246291,11.9422144
51.6705067,-46.6110558,11.9583708
51.7425142,-46.7976324,11.9746528
51.8141309,-46.9843673,11.9911378
51.8853620,-47.1712487,12.0077775
51.9562141,-47.3582678,12.0245346
52.0266999,-47.5454315,12.0414752
52.0968258,-47.7327307,12.0585647
52.1665985,-47.9201560,12.0757630
52.2360299,-48.1077125,12.0931258
52.3051275,-48.2953935,12.1106311
52.3738979,-48.4831897,12.1282365
52.4423525,-48.6711043,12.1459880
52.5104995,-48.8591326,12.1638749
52.5783457,-49.0472652,12.1818530
52.6459019,-49.2355042,12.1999595
52.7131770,-49.4238461,12.2181933
52.7801778,-49.6122820,12.2365093
52.8469149,-49.8008126,12.2549366
52.9133975,-49.9894357,12.2734822
52.9796327,-50.1781425,12.2921010
53.0456306,-50.3669328,12.3108147
53.1114009,-50.5558054,12.3296364
53.1769508,-50.7447517,12.3485220
53.2422902,-50.9337707,12.3674868
53.3074290,-51.1228620,12.3865481
53.3723746,-51.3120171,12.4056639
53.4371366,-51.5012345,12.4248441
53.5017253,-51.6905144,12.4441082
53.5661481,-51.8798484,12.4634173
53.6304146,-52.0692346,12.4827771
53.6945352,-52.2586735,12.5022075
53.7585174,-52.4481571,12.5216737
53.8223709,-52.6376829,12.5411784
53.8861061,-52.8272517,12.5607401
53.9497310,-53.0168558,12.5803290
54.0132550,-53.2064921,12.5999453
54.0766892,-53.3961619,12.6196036
54.1400414,-53.5858573,12.6392788
54.2033213,-53.7755753,12.6589703
54.2665398,-53.9653169,12.6786805
54.3297050,-54.1550749,12.6983914
54.3928259,-54.3448460,12.7181020
54.4559127,-54.5346312,12.7377920
54.5189724,-54.7244242,12.7574538
54.5820124,-54.9142225,12.7770871
54.6450400,-55.1040270,12.7966439
54.7080597,-55.2938335,12.8161298
54.7710748,-55.4836401,12.8355505
54.8340885,-55.6734491,12.8548341
54.8971013,-55.8632579,12.8740158
54.9601133,-56.0530658,12.8931141
55.0231257,-56.2428749,12.9120751
55.0861381,-56.4326839,12.9309312
55.1491503,-56.6224918,12.9497056
55.2121629,-56.8123007,12.9683509
55.2751756,-57.0021097,12.9868884
55.3381880,-57.1919176,13.0053461
55.4012007,-57.3817263,13.0236825
55.4642136,-57.5715353,13.0419084
55.5272261,-57.7613433,13.0600561
55.5902389,-57.9511518,13.0780903
55.6532519,-58.1409608,13.0960112
55.7162646,-58.3307689,13.1138556
55.7792774,-58.5205772,13.1315939
55.8422904,-58.7103862,13.1492163
55.9053033,-58.9001943,13.1667640
55.9683162,-59.0900025,13.1842124
56.0313293,-59.2798115,13.2015427
56.0943423,-59.4696196,13.2187997
56.1573553,-59.6594277,13.2359644
56.2203686,-59.8492366,13.2530085
56.2833817,-60.0390448,13.2699810
56.3463947,-60.2288528,13.2868678
56.4094081,-60.4186617,13.3036319
56.4724214,-60.6084699,13.3203259
56.5354345,-60.7982778,13.3369406
56.5984480,-60.9880867,13.3534305
56.6614614,-61.1778949,13.3698517
56.7244746,-61.3677028,13.3861998
56.7874882,-61.5575115,13.4024211
56.8505016,-61.7473198,13.4185751
56.9135149,-61.9371276,13.4346619
56.9765285,-62.1269363,13.4506200
57.0395419,-62.3167446,13.4665123
57.1025553,-62.5065525,13.4823387
57.1655689,-62.6963611,13.4980433
57.2285823,-62.8861694,13.5136790
57.2915957,-63.0759774,13.5292503
57.3546092,-63.2657859,13.5447064
57.4176227,-63.4555942,13.5600907
57.4806361,-63.6454023,13.5754119
57.5436496,-63.8352108,13.5906243
57.6066630,-64.0250191,13.6057622
57.6696763,-64.2148273,13.6208382
57.7326897,-64.4046356,13.6358118
57.7957031,-64.5944440,13.6507081
57.8587164,-64.7842522,13.6655438
57.9217297,-64.9740606,13.6802830
57.9847430,-65.1638690,13.6949425
58.0477562,-65.3536773,13.7095425
58.1107694,-65.5434857,13.7240518
58.1737825,-65.7332940,13.7384791
58.2367956,-65.9231025,13.7528480
58.2998086,-66.1129109,13.7671319
58.3628216,-66.3027193,13.7813313
58.4258346,-66.4925277,13.7954735
58.4888475,-66.6823362,13.8095362
58.5518603,-66.8721446,13.8235122
58.6148731,-67.0619532,13.8374321
58.6778858,-67.2517618,13.8512777
58.7408984,-67.4415702,13.8650345
58.8039110,-67.6313788,13.8787363
58.8669235,-67.8211875,13.8923688
58.9299359,-68.0109959,13.9059105
58.9929483,-68.2008047,13.9193983
59.0559606,-68.3906135,13.9328217
59.1189727,-68.5804219,13.9461524
59.1819848,-68.7702307,13.9594302
59.2449970,-68.9600398,13.9726483
59.3080088,-69.1498482,13.9857719
59.3710206,-69.3396570,13.9988436
59.4340325,-69.5294663,14.0118602
59.4970440,-69.7192747,14.0247806
59.5600556,-69.9090836,14.0376500
59.6230672,-70.0988931,14.0504685
59.6860784,-70.2887015,14.0631895
59.7490896,-70.4785105,14.0758603
59.8121010,-70.6683202,14.0884812
59.8751118,-70.8581287,14.1010097
59.9381227,-71.0479377,14.1134856
60.0011337,-71.2377475,14.1259124
60.0641442,-71.4275562,14.1382517
60.1271547,-71.6173653,14.1505363
60.1901654,-71.8071752,14.1627726
60.2531756,-71.9969840,14.1749261
60.3161857,-72.1867932,14.1870227
60.3791960,-72.3766032,14.1990721
60.4422058,-72.5664123,14.2110431
60.5052156,-72.7562215,14.2229551
60.5682255,-72.9460316,14.2348207
60.6312349,-73.1358409,14.2466124
60.6942442,-73.3256501,14.2583432
60.7572537,-73.5154604,14.2700284
60.8202628,-73.7052700,14.2816439
60.8832717,-73.8950792,14.2931966
60.9462807,-74.0848896,14.3047046
61.0092894,-74.2746994,14.3161470
61.0722978,-74.4645088,14.3275248
61.1353064,-74.6543192,14.3388587
61.1983147,-74.8441294,14.3501309
61.2613227,-75.0339387,14.3613369
61.3243308,-75.2237493,14.3724998
61.3873387,-75.4135598,14.3836047
61.4503461,-75.6033691,14.3946420
61.5133538,-75.7931798,14.4056368
61.5763614,-75.9829906,14.4165773
61.6393683,-76.1728000,14.4274486
61.7023754,-76.3626108,14.4382783
61.7653826,-76.5524220,14.4490573
61.8283889,-76.7422314,14.4597656
61.8913956,-76.9320422,14.4704330
61.9544024,-77.1218538,14.4810530
62.0174082,-77.3116632,14.4916010
62.0804143,-77.5014741,14.5021089
62.1434207,-77.6912861,14.5125727
62.2064260,-77.8810956,14.5229632
62.2694316,-78.0709065,14.5333143
62.3324379,-78.2607189,14.5436244
62.3954438,-78.4505271,14.5538602
62.4584510,-78.6403372,14.5640570
62.5214593,-78.8301501,14.5742151
62.5844662,-79.0199581,14.5842990
62.6474738,-79.2097685,14.5943438
62.7104822,-79.3995806,14.6043505
62.7734896,-79.5893892,14.6142873
62.8364974,-79.7791994,14.6241755
62.8995048,-79.9690113,14.6340173
62.9625093,-80.1588215,14.6437606
63.0255100,-80.3486340,14.6534321
63.0885044,-80.5384498,14.6630395
63.1514890,-80.7282671,14.6725278
63.2144612,-80.9180890,14.6819331
63.2774183,-81.1079167,14.6814243
63.3403572,-81.2977496,14.6156059
63.4032762,-81.4875893,14.5159010
63.4661731,-81.6774365,14.3977143
63.5290457,-81.8672915,14.2799978
63.5918922,-82.0571554,14.1626383
63.6547113,-82.2470281,14.0455442
63.7175027,-82.4369101,13.9288497
63.7802668,-82.6268015,13.8124798
63.8430042,-82.8167009,13.6963406
63.9057170,-83.0066089,13.5805385
63.9684074,-83.1965248,13.4650372
64.0310776,-83.3864463,13.3497427
64.0937309,-83.5763738,13.2347428
64.1563704,-83.7663068,13.1200338
64.2189984,-83.9562420,13.0055185
64.2816184,-84.1461803,12.8912713
64.3442331,-84.3361218,12.7773148
64.4068439,-84.5260626,12.6635448
64.4694531,-84.7160040,12.5500234
64.5320628,-84.9059476,12.4367933
64.5946725,-85.0958888,12.3237419
64.6572834,-85.2858292,12.2109170
64.7198968,-85.4757719,12.0983722
64.7825114,-85.6657117,11.9859893
64.8451277,-85.8556498,11.8738009
64.9077471,-86.0455904,11.7618701
64.9703678,-86.2355296,11.6500828
65.0329867,-86.4254658,11.5384597
65.0956050,-86.6154141,11.4270669
65.1582191,-86.8053545,11.3157936
65.2208315,-86.9952864,11.2046490
65.2834508,-87.1852343,11.0937066
65.3460682,-87.3751728,10.9828652
65.4086840,-87.5651032,10.8721264
65.4713059,-87.7550503,10.7615579
65.5339251,-87.9449888,10.6510680
65.5965416,-88.1349196,10.5406560
65.6591626,-88.3248657,10.4303697
65.7217804,-88.5148052,10.3201404
65.7843945,-88.7047381,10.2099643
65.8470111,-88.8946837,10.0998640
65.9096241,-89.0846253,9.9897960
65.9722325,-89.2745614,9.8797546
66.0348410,-89.4645078,9.7697413
66.0974448,-89.6544528,9.6597325
66.1600419,-89.8443938,9.5497241
66.2226350,-90.0343436,9.4397007
66.2852200,-90.2242949,9.3296480
66.3477936,-90.4142449,9.2195668
66.4103566,-90.6042031,9.1094256
66.4729050,-90.7941663,8.9992096
66.5354349,-90.9841318,8.8889302
66.5979453,-91.1741064,8.7785408
66.6604327,-91.3640890,8.6680156
66.7228931,-91.5540783,8.5573840
66.7853247,-91.7440785,8.4465882
66.8477239,-91.9340888,8.3355774
66.9100879,-92.1241107,8.2244092
66.9724143,-92.3141461,8.1130203
67.0346989,-92.5041919,8.0013197
67.0969406,-92.6942544,7.8894063
67.1591360,-92.8843346,7.7772200
67.2212781,-93.0744240,7.6646205
67.2833658,-93.2645371,7.5517624
67.3453913,-93.4546763,7.4386016
67.4073367,-93.6448248,7.3249687
67.4691943,-93.8350130,7.2110873
67.5309384,-94.0252494,7.0969426
67.5925242,-94.2155123,6.9824411
67.6539263,-94.4058111,6.8678632
67.7151425,-94.5962580,6.7532185
67.7760282,-94.7866458,6.6390164
67.8364957,-94.9772784,6.5253974
67.8963651,-95.1682113,6.4123710
67.9553768,-95.3592157,6.3010952
68.0134187,-95.5506063,6.1911017
68.0702777,-95.7424295,6.0823426
68.1256720,-95.9345345,5.9764674
68.1794285,-96.1271733,5.8723507
68.2313051,-96.3203840,5.7698959
68.2810186,-96.5140493,5.6709522
68.3283678,-96.7083608,5.5738623
68.3731073,-96.9033352,5.4785482
68.4149690,-97.0988520,5.3866878
68.4537503,-97.2950500,5.2963127
68.4892228,-97.4919118,5.2074935
68.5211489,-97.6892932,5.1210082
68.5493443,-97.8872854,5.0353286
68.5736097,-98.0858402,4.9505301
68.5937417,-98.2847554,4.8666479
68.6095721,-98.4841123,4.7836318
68.6209200,-98.6838292,4.7017408
68.6276009,-98.8837092,4.6229599
68.6293600,-99.0838107,4.5461954
68.6259020,-99.2837393,4.4722919
68.6169151,-99.4837850,4.4026741
68.6021341,-99.6832237,4.3355811
68.5812824,-99.8820116,4.2720610
68.5540080,-100.0805602,4.2126109
68.5202207,-100.2775865,4.1554046
68.4797166,-100.4730708,4.1007869
68.4320582,-100.6679140,4.0473325
68.3775160,-100.8603290,3.9921176
68.3160739,-101.0500304,3.9400417
68.2472200,-101.2380594,3.9334227
68.1713289,-101.4232758,3.9317120
68.0888305,-101.6051289,3.9346014
67.9999057,-101.7838287,3.9419904
67.9046197,-101.9595928,3.9533138
67.8035297,-102.1315116,3.9674833
67.6965574,-102.2996353,3.9836687
67.5828632,-102.4642338,4.0015430
67.4621714,-102.6240180,4.0210245
67.3354449,-102.7767272,4.0414596
67.2005361,-102.9261224,4.0578460
67.0607720,-103.0696108,4.0656580
66.9160802,-103.2078643,4.1151041
66.7668361,-103.3420510,4.1838559
66.6154984,-103.4728033,4.2951001
66.4638000,-103.6038184,4.3227273
66.3144741,-103.7366935,4.2410797
66.1672821,-103.8737623,4.1554757
66.0254810,-104.0138336,4.0711046
65.8880262,-104.1598834,3.9973342
65.7572004,-104.3113385,3.9295963
65.6338177,-104.4674084,3.8662141
65.5162860,-104.6293400,3.8074628
65.4055174,-104.7961528,3.7504909
65.3022466,-104.9670161,3.7106611
65.2064865,-105.1420449,3.6965635
65.1180975,-105.3216594,3.6821303
65.0376307,-105.5047324,3.6683330
64.9651822,-105.6909605,3.6560312
64.9008987,-105.8801687,3.6462587
64.8449951,-106.0721132,3.6423095
64.7976572,-106.2660939,3.6472835
64.7588118,-106.4621399,3.6612043
64.7284262,-106.6600421,3.6842412
64.7064738,-106.8588002,3.7182702
64.6926875,-107.0579738,3.7607720
64.6867136,-107.2579547,3.8082593
64.6882590,-107.4584204,3.8598880
64.6969384,-107.6578094,3.9159574
64.7124392,-107.8571670,3.9737135
64.7344637,-108.0562703,4.0328978
64.7625870,-108.2541490,4.0938301
64.7965224,-108.4512042,4.1571949
64.8359446,-108.6474809,4.2226430
64.8803815,-108.8424451,4.2919572
64.9294964,-109.0363460,4.3651591
64.9828863,-109.2291738,4.4412352
65.0401037,-109.4208234,4.5221416
65.1007814,-109.6115216,4.6074122
65.1643853,-109.8010941,4.6958268
65.2305338,-109.9898806,4.7892553
65.2987664,-110.1779599,4.8867055
65.3685313,-110.3652392,4.9867593
65.4394643,-110.5522278,5.0900160
65.5110088,-110.7390184,5.1945739
65.5825809,-110.9256878,5.2969508
65.6536857,-111.1125908,5.3931415
65.7237433,-111.2998987,5.4777907
65.7921893,-111.4877714,5.5534781
65.8585445,-111.6764558,5.6180421
65.9223178,-111.8659172,5.6658602
65.9832246,-112.0563742,5.6910715
66.0410568,-112.2479524,5.6907406
66.0955230,-112.4401955,5.6184300
66.1465759,-112.6335174,5.5488627
66.1940598,-112.8280108,5.4832358
66.2376495,-113.0229361,5.4224876
66.2773842,-113.2188894,5.3634222
66.3131849,-113.4159581,5.3059070
66.3448031,-113.6130859,5.2505367
66.3723411,-113.8111483,5.1959881
66.3957317,-114.0100969,5.1422888
66.4148140,-114.2088857,5.0899149
66.4295802,-114.4085187,5.0380248
66.4398389,-114.6083324,4.9867794
66.4454616,-114.8082865,4.9432779
66.4462896,-115.0083655,4.9069124
66.4421626,-115.2083517,4.8872125
66.4329452,-115.4083262,4.8676528
66.4185765,-115.6076183,4.8482122
66.3989140,-115.8069161,4.8291830
66.3739218,-116.0055279,4.8106332
66.3436451,-116.2026930,4.7925087
66.3077440,-116.4000374,4.7757417
66.2664443,-116.5958762,4.7601123
66.2198728,-116.7897167,4.7456706
66.1675991,-116.9832884,4.7338702
66.1100375,-117.1750797,4.7244154
66.0474678,-117.3646032,4.7173431
65.9798638,-117.5524387,4.7134136
65.9071680,-117.7391755,4.7139527
65.8301103,-117.9234656,4.7181872
65.7486046,-118.1054844,4.7264193
65.6621659,-118.2860183,4.7388235
65.5716323,-118.4636017,4.7570599
65.4766807,-118.6391112,4.7789339
65.3770611,-118.8128438,4.8037758
65.2729352,-118.9842646,4.8313351
65.1652454,-119.1518228,4.8610461
65.0527990,-119.3174247,4.8916941
64.9358781,-119.4806512,4.9232083
64.8158949,-119.6397593,4.9572481
64.6915610,-119.7967342,4.9929044
64.5636124,-119.9508712,5.0306213
64.4327080,-120.1017221,5.0719029
64.2983157,-120.2502512,5.1149293
64.1612652,-120.3958838,5.1611636
64.0214999,-120.5390553,5.2101739
63.8793064,-120.6798311,5.2608081
63.7349108,-120.8183420,5.3153367
63.5885082,-120.9547511,5.3714953
63.4404487,-121.0890708,5.4298831
63.2904483,-121.2218783,5.4913111
63.1394517,-121.3527042,5.5542460
62.9870002,-121.4823185,5.6200337
62.8335444,-121.6106674,5.6880501
62.6794473,-121.7375926,5.7575598
62.5239941,-121.8637361,5.8297414
62.3678604,-121.9887311,5.9033475
62.2112193,-122.1126452,5.9781313
62.0535965,-122.2360481,6.0547422
61.8956138,-122.3586523,6.1320127
61.7373370,-122.4806062,6.2098738
61.5784788,-122.6023175,6.2882234
61.4194887,-122.7236125,6.3664639
61.2603959,-122.8446195,6.4445667
61.1010470,-122.9655785,6.5219000
60.9416894,-123.0863925,6.5985304
60.7823177,-123.2071297,6.6745014
60.6228727,-123.3278761,6.7491662
60.4634441,-123.4485849,6.8228593
60.3039945,-123.5692948,6.8957306
60.1445482,-123.6899920,6.9672565
59.9851187,-123.8106702,7.0377425
59.8256328,-123.9313886,7.1074161
59.6661869,-124.0520741,7.1758218
59.5067522,-124.1727395,7.2431390
59.3472254,-124.2934629,7.3096763
59.1877542,-124.4141395,7.3750466
59.0283045,-124.5348029,7.4393893
58.8687894,-124.6555207,7.5030316
58.7093210,-124.7762074,7.5656288
58.5498744,-124.8968817,7.6272860
58.3903693,-125.0176040,7.6883156
58.2309068,-125.1382971,7.7483912
58.0714597,-125.2589813,7.8076222
57.9119619,-125.3797062,7.8662877
57.7525052,-125.5004017,7.9240645
57.5930545,-125.6210938,7.9810931
57.4335618,-125.7418184,8.0376089
57.2741086,-125.8625133,8.0932836
57.1146522,-125.9832102,8.1483041
56.9551629,-126.1039311,8.2028572
