x,y,v,theta
-7.8430713,12.8190609,10.9940511,2.1445060218863468
-7.951612,12.9870247,10.8884763,2.145898342981658
-8.0604009,13.1548595,10.7832906,2.147364959450477
-8.1694287,13.3225236,10.678188,2.148880699169201
-8.2787018,13.4900089,10.5731698,2.150423753263271
-8.3882505,13.6573518,10.4681159,2.151969250857407
-8.4980489,13.8245118,10.362967,2.1534975984625317
-8.6080929,13.991489,10.2577179,2.1549918599097824
-8.7184062,14.1583317,10.1521708,2.156436124195953
-8.82895,14.3249993,10.0464429,2.15782142913824
-8.9397138,14.4914974,9.9405255,2.1591397664482437
-9.0507194,14.6578829,9.8342246,2.160386246225523
-9.1619206,14.8241124,9.7277269,2.1615611550274245
-9.273305,14.9901932,9.6210249,2.162664293826933
-9.3848976,15.1561883,9.5139461,2.1637016546946204
-9.4966493,15.3220482,9.4066806,2.1646763179453288
-9.6085491,15.4877791,9.2992236,2.1655957275874074
-9.720629,15.6534481,9.1914086,2.1664675106035816
-9.8328391,15.8189984,9.0834115,2.1672985351492984
-9.9451716,15.9844331,8.9752311,2.1680967454621514
-10.0576666,16.1498229,8.8666831,2.1688697742271423
-10.1702743,16.3151035,8.7579397,2.169624081838194
-10.2829908,16.4802759,8.6490001,2.1703657858701897
-10.3958605,16.6454096,8.5396544,2.1711025857739124
-10.5088374,16.810439,8.4300754,2.1718372635973884
-10.6219195,16.975362,8.320267,2.1725762157625095
-10.7351527,17.140244,8.2099865,2.1733223909554247
-10.8484962,17.305023,8.0994123,2.174080658487894
-10.9619489,17.4696932,7.9885586,2.1748478537424973
-11.0755546,17.634315,7.8771458,2.1756049925202143
-11.1892741,17.7988351,7.7653542,2.1762560705386496
-11.3030851,17.9632586,7.6532179,2.176801918254022
-11.4170043,18.1276466,7.5404374,2.1774801720583503
-11.5310238,18.2919412,7.4272257,2.1782424969816905
-11.6451728,18.456155,7.3136465,2.1790106931216395
-11.7594462,18.6202786,7.1994465,2.1797650964712267
-11.8738384,18.7843088,7.0847906,2.1805055322297875
-11.9883677,18.9482767,6.9697669,2.1812383170697713
-12.1030022,19.1121393,6.8541396,2.1819714683185936
-12.2177493,19.2759071,6.7380217,2.1827162435651775
-12.3326488,19.4396328,6.6215267,2.183482867429901
-12.4476485,19.6032344,6.5044238,2.1842866035432493
-12.5627638,19.766721,6.386784,2.1851440822828767
-12.6780698,19.9301805,6.2687468,2.18607206791467
-12.7934901,20.0934801,6.1500692,2.187089250532083
-12.9090486,20.2566229,6.0307948,2.1882189083103536
-13.0248718,20.4197484,5.9110889,2.1894796242249397
-13.1408398,20.5826424,5.7906638,2.190888736717616
-13.257,20.7453207,5.6695614,2.192488322675589
-13.3735486,20.9079921,5.5479702,2.194284536299091
-13.4902745,21.0702944,5.4254909,2.1962875188671815
-13.607294,21.2323193,5.3021645,2.1990706055501525
-13.7249586,21.3942858,5.1782127,2.2026383341751825
-13.8429347,21.5554686,5.0529189,2.20594338507202
-13.9615846,21.7164529,4.9265095,2.2086098081819356
-14.08088,21.8774126,4.799205,2.210543250356016
-14.2001552,22.0376963,4.6688543,2.2120008686826624
-14.3198674,22.1980786,4.5366889,2.2129604023209697
-14.4396773,22.3582709,4.401876,2.213225007967069
-14.5595361,22.5184402,4.2622646,2.2122683309352653
-14.6792228,22.6786989,4.1206322,2.2092169732965248
-14.7984262,22.8393305,3.9757988,2.202554893377309
-14.9165837,23.0007894,3.8305019,2.190404233596556
-15.0326412,23.1634905,3.6853503,2.1709067362595342
-15.1456843,23.328686,3.548799,2.14191573347104
-15.2538003,23.4969471,3.4277318,2.1029709914733505
-15.3551887,23.6691298,3.3240265,2.054587669534194
-15.4482945,23.8463259,3.26183,2.00015689309829
